services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,booking_datetime,service_type_clean,source_clean,destination_clean,payment_method_clean,is_completed,is_cancelled,booking_date,hour,day_of_week,day_of_week_num,is_weekend,month,month_name,week_of_year,time_period,route,distance_bucket,duration_bucket,fare_bucket,fare_per_km
bike,2024-06-19,01:42:09.674058,completed,Kothanur Esplanade,Shivaji Nagar Cove,36,RD9763856460426351,33.08,192.28,3.21,195.49,Amazon Pay,2024-06-19 01:42:09.674058,bike,kothanur esplanade,shivaji nagar cove,amazon pay,1,0,2024-06-19,1,Wednesday,2,False,6,June,25,Late Night,kothanur esplanade → shivaji nagar cove,Very Long (>15 km),Long (30–60 min),Low Fare,5.909613059250303
bike,2024-07-02,10:49:41.674058,cancelled,Jakkasandra Passage,Sonnenahalli Quarters,16,RD5671704315833473,30.31,,,,,2024-07-02 10:49:41.674058,bike,jakkasandra passage,sonnenahalli quarters,,0,1,2024-07-02,10,Tuesday,1,False,7,July,27,Daytime,jakkasandra passage → sonnenahalli quarters,Very Long (>15 km),Medium (15–30 min),,
bike,2024-08-07,10:48:06.674058,completed,JP Nagar Depot,Vidya Vihar Extension,109,RD3595994141987947,29.14,730.01,26.79,756.8,Paytm,2024-08-07 10:48:06.674058,bike,jp nagar depot,vidya vihar extension,paytm,1,0,2024-08-07,10,Wednesday,2,False,8,August,32,Daytime,jp nagar depot → vidya vihar extension,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,25.971173644474945
parcel,2024-08-02,02:32:42.674058,completed,Kumaraswamy Layout Court,Chokkanahalli 2nd Block,55,RD4686574997458688,17.98,366.88,22.38,389.26,Paytm,2024-08-02 02:32:42.674058,parcel,kumaraswamy layout court,chokkanahalli 2nd block,paytm,1,0,2024-08-02,2,Friday,4,False,8,August,31,Late Night,kumaraswamy layout court → chokkanahalli 2nd block,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,21.6496106785317
bike,2024-07-21,15:01:51.674058,completed,Bagalur Estate,Nagwara Arc,73,RD5611666703664747,22.37,259.81,20.23,280.04,Paytm,2024-07-21 15:01:51.674058,bike,bagalur estate,nagwara arc,paytm,1,0,2024-07-21,15,Sunday,6,True,7,July,29,Daytime,bagalur estate → nagwara arc,Very Long (>15 km),Very Long (>60 min),Low Fare,12.518551631649531
auto,2024-06-24,15:30:47.674058,completed,Koramangala 8th Block Quarry,Thanisandra Alcove,17,RD5685363447604597,8.04,295.36,19.16,314.52000000000004,Amazon Pay,2024-06-24 15:30:47.674058,auto,koramangala 8th block quarry,thanisandra alcove,amazon pay,1,0,2024-06-24,15,Monday,0,False,6,June,26,Daytime,koramangala 8th block quarry → thanisandra alcove,Long (7–15 km),Medium (15–30 min),Medium-Low Fare,39.119402985074636
bike,2024-07-04,22:09:52.674058,completed,JP Nagar Harbor,Kalyan Nagar Fork,14,RD3608294819983326,4.45,304.66,0.78,305.44,Amazon Pay,2024-07-04 22:09:52.674058,bike,jp nagar harbor,kalyan nagar fork,amazon pay,1,0,2024-07-04,22,Thursday,3,False,7,July,27,Night,jp nagar harbor → kalyan nagar fork,Medium (3–7 km),Short (≤15 min),Low Fare,68.638202247191
bike lite,2024-06-17,11:03:28.674058,completed,Chikkabellandur District,Hebbal Kempapura Passage,94,RD3446472047580561,5.98,87.42,49.69,137.11,QR scan,2024-06-17 11:03:28.674058,bike lite,chikkabellandur district,hebbal kempapura passage,qr scan,1,0,2024-06-17,11,Monday,0,False,6,June,25,Daytime,chikkabellandur district → hebbal kempapura passage,Medium (3–7 km),Very Long (>60 min),Low Fare,22.92809364548495
cab economy,2024-07-30,09:40:30.674058,completed,KR Puram Arc,Banaswadi Way,105,RD7468119052161811,3.54,102.33,3.11,105.44,GPay,2024-07-30 09:40:30.674058,cab economy,kr puram arc,banaswadi way,gpay,1,0,2024-07-30,9,Tuesday,1,False,7,July,31,Morning Peak,kr puram arc → banaswadi way,Medium (3–7 km),Very Long (>60 min),Low Fare,29.785310734463277
bike,2024-07-23,02:57:44.674058,completed,Chikkajala Square,Gottigere Summit,76,RD6710052765469440,32.83,324.49,10.25,334.74,GPay,2024-07-23 02:57:44.674058,bike,chikkajala square,gottigere summit,gpay,1,0,2024-07-23,2,Tuesday,1,False,7,July,30,Late Night,chikkajala square → gottigere summit,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,10.196162046908317
bike,2024-08-14,15:47:38.674058,completed,Kundalahalli Yard,Balagere Estate,45,RD1306145116881486,8.67,95.92,10.04,105.96,Paytm,2024-08-14 15:47:38.674058,bike,kundalahalli yard,balagere estate,paytm,1,0,2024-08-14,15,Wednesday,2,False,8,August,33,Daytime,kundalahalli yard → balagere estate,Long (7–15 km),Long (30–60 min),Low Fare,12.221453287197232
bike lite,2024-07-16,07:49:48.674058,completed,Varthur Square,Madivala Track,110,RD1038444149360444,35.14,756.22,35.29,791.51,GPay,2024-07-16 07:49:48.674058,bike lite,varthur square,madivala track,gpay,1,0,2024-07-16,7,Tuesday,1,False,7,July,29,Morning Peak,varthur square → madivala track,Very Long (>15 km),Very Long (>60 min),High Fare,22.524473534433692
cab economy,2024-07-29,05:56:50.674058,cancelled,Srirampura Way,Jalahalli Fork,92,RD2063654805672827,6.35,,,,,2024-07-29 05:56:50.674058,cab economy,srirampura way,jalahalli fork,,0,1,2024-07-29,5,Monday,0,False,7,July,31,Late Night,srirampura way → jalahalli fork,Medium (3–7 km),Very Long (>60 min),,
auto,2024-08-12,00:38:47.674058,completed,Bagalur Works,Yelahanka New Town Hills,98,RD0899812784815146,45.68,798.16,10.52,808.68,GPay,2024-08-12 00:38:47.674058,auto,bagalur works,yelahanka new town hills,gpay,1,0,2024-08-12,0,Monday,0,False,8,August,33,Late Night,bagalur works → yelahanka new town hills,Very Long (>15 km),Very Long (>60 min),High Fare,17.703152364273205
cab economy,2024-07-23,04:37:34.674058,completed,Nagwara Enclave,Nagwara Bridge,98,RD9355147678866814,8.87,432.8,17.15,449.95,QR scan,2024-07-23 04:37:34.674058,cab economy,nagwara enclave,nagwara bridge,qr scan,1,0,2024-07-23,4,Tuesday,1,False,7,July,30,Late Night,nagwara enclave → nagwara bridge,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,50.7271702367531
parcel,2024-07-20,16:22:55.674058,completed,Dommasandra Pier,Mahalakshmi Layout Track,60,RD3094652290014835,32.07,887.76,42.24,930.0,Paytm,2024-07-20 16:22:55.674058,parcel,dommasandra pier,mahalakshmi layout track,paytm,1,0,2024-07-20,16,Saturday,5,True,7,July,29,Evening Peak,dommasandra pier → mahalakshmi layout track,Very Long (>15 km),Long (30–60 min),High Fare,28.999064546304957
parcel,2024-06-27,05:32:41.674058,completed,Chikka Banaswadi Village,Mysore Road Boulevard,17,RD8419374742596098,22.02,454.23,2.63,456.86,Paytm,2024-06-27 05:32:41.674058,parcel,chikka banaswadi village,mysore road boulevard,paytm,1,0,2024-06-27,5,Thursday,3,False,6,June,26,Late Night,chikka banaswadi village → mysore road boulevard,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,20.747502270663034
auto,2024-08-13,12:27:33.674058,completed,Bhuvaneshwari Nagar 3rd Block,Gottigere Quay,75,RD6342647793717539,38.3,71.13,18.84,89.97,Amazon Pay,2024-08-13 12:27:33.674058,auto,bhuvaneshwari nagar 3rd block,gottigere quay,amazon pay,1,0,2024-08-13,12,Tuesday,1,False,8,August,33,Daytime,bhuvaneshwari nagar 3rd block → gottigere quay,Very Long (>15 km),Very Long (>60 min),Low Fare,2.3490861618798955
cab economy,2024-06-27,17:00:03.674058,completed,Kodigehalli Valley,Dooravani Nagar Drive,11,RD8990010754750790,45.75,263.68,31.77,295.45,QR scan,2024-06-27 17:00:03.674058,cab economy,kodigehalli valley,dooravani nagar drive,qr scan,1,0,2024-06-27,17,Thursday,3,False,6,June,26,Evening Peak,kodigehalli valley → dooravani nagar drive,Very Long (>15 km),Short (≤15 min),Low Fare,6.4579234972677595
parcel,2024-07-18,03:24:02.674058,completed,Begur 1st Stage,Kadubeesanahalli Alley,32,RD7110321351132786,11.01,760.61,14.86,775.47,GPay,2024-07-18 03:24:02.674058,parcel,begur 1st stage,kadubeesanahalli alley,gpay,1,0,2024-07-18,3,Thursday,3,False,7,July,29,Late Night,begur 1st stage → kadubeesanahalli alley,Long (7–15 km),Long (30–60 min),Medium-High Fare,70.433242506812
bike,2024-07-12,13:51:33.674058,completed,Nagawara Terrace,Horamavu Agara Grove,42,RD2076006632091276,34.82,586.66,39.01,625.67,QR scan,2024-07-12 13:51:33.674058,bike,nagawara terrace,horamavu agara grove,qr scan,1,0,2024-07-12,13,Friday,4,False,7,July,28,Daytime,nagawara terrace → horamavu agara grove,Very Long (>15 km),Long (30–60 min),Medium-High Fare,17.96869615163699
auto,2024-07-08,22:41:37.674058,completed,Nagasandra Drive,Horamavu Layout,71,RD1417205167195013,26.37,429.0,23.37,452.37,Paytm,2024-07-08 22:41:37.674058,auto,nagasandra drive,horamavu layout,paytm,1,0,2024-07-08,22,Monday,0,False,7,July,28,Night,nagasandra drive → horamavu layout,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,17.1547212741752
auto,2024-08-02,11:58:57.674058,cancelled,Kanakapura Side,Yelahanka Mews,105,RD6379247928730692,33.2,,,,,2024-08-02 11:58:57.674058,auto,kanakapura side,yelahanka mews,,0,1,2024-08-02,11,Friday,4,False,8,August,31,Daytime,kanakapura side → yelahanka mews,Very Long (>15 km),Very Long (>60 min),,
bike lite,2024-07-13,19:00:29.674058,completed,Munnekollal 2nd Block,Koramangala 7th Block Station,69,RD8164876669096037,3.97,665.47,34.73,700.2,GPay,2024-07-13 19:00:29.674058,bike lite,munnekollal 2nd block,koramangala 7th block station,gpay,1,0,2024-07-13,19,Saturday,5,True,7,July,28,Evening Peak,munnekollal 2nd block → koramangala 7th block station,Medium (3–7 km),Very Long (>60 min),Medium-High Fare,176.3727959697733
bike lite,2024-07-14,16:58:08.674058,completed,Adugodi Square,Peenya 6th Block,31,RD6523744796458419,42.2,557.31,25.57,582.88,GPay,2024-07-14 16:58:08.674058,bike lite,adugodi square,peenya 6th block,gpay,1,0,2024-07-14,16,Sunday,6,True,7,July,28,Evening Peak,adugodi square → peenya 6th block,Very Long (>15 km),Long (30–60 min),Medium-High Fare,13.812322274881515
cab economy,2024-08-10,21:38:48.674058,completed,RMV 2nd Stage Plaza,Yelahanka Meadows,79,RD1271580052221875,31.09,983.34,11.66,995.0,Paytm,2024-08-10 21:38:48.674058,cab economy,rmv 2nd stage plaza,yelahanka meadows,paytm,1,0,2024-08-10,21,Saturday,5,True,8,August,32,Night,rmv 2nd stage plaza → yelahanka meadows,Very Long (>15 km),Very Long (>60 min),High Fare,32.003859761981346
auto,2024-06-23,04:15:12.674058,completed,Mysore Road Works,Whitefield Crescent,15,RD5753181355193020,26.13,290.16,20.84,311.0,Paytm,2024-06-23 04:15:12.674058,auto,mysore road works,whitefield crescent,paytm,1,0,2024-06-23,4,Sunday,6,True,6,June,25,Late Night,mysore road works → whitefield crescent,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,11.902028319938768
bike,2024-07-18,23:39:12.674058,completed,Seshadripuram Plaza,Ramnagar Fork,35,RD0569096641124116,26.97,215.08,7.39,222.47,Amazon Pay,2024-07-18 23:39:12.674058,bike,seshadripuram plaza,ramnagar fork,amazon pay,1,0,2024-07-18,23,Thursday,3,False,7,July,29,Night,seshadripuram plaza → ramnagar fork,Very Long (>15 km),Long (30–60 min),Low Fare,8.24879495736003
bike lite,2024-06-25,12:31:28.674058,completed,Sanjay Nagar Boulevard,Kudlu Valley,91,RD6248592844072952,22.23,924.68,33.05,957.73,GPay,2024-06-25 12:31:28.674058,bike lite,sanjay nagar boulevard,kudlu valley,gpay,1,0,2024-06-25,12,Tuesday,1,False,6,June,26,Daytime,sanjay nagar boulevard → kudlu valley,Very Long (>15 km),Very Long (>60 min),High Fare,43.082771030139455
auto,2024-08-12,05:25:21.674058,completed,Dasarahalli View,Naganathapura Summit,117,RD7810660755237608,46.52,353.17,13.26,366.43,Paytm,2024-08-12 05:25:21.674058,auto,dasarahalli view,naganathapura summit,paytm,1,0,2024-08-12,5,Monday,0,False,8,August,33,Late Night,dasarahalli view → naganathapura summit,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,7.8768271711092
parcel,2024-07-05,15:19:40.674058,completed,Kalyan Nagar Side,Bommasandra Woods,41,RD8674442137667638,27.31,699.96,39.89,739.85,QR scan,2024-07-05 15:19:40.674058,parcel,kalyan nagar side,bommasandra woods,qr scan,1,0,2024-07-05,15,Friday,4,False,7,July,27,Daytime,kalyan nagar side → bommasandra woods,Very Long (>15 km),Long (30–60 min),Medium-High Fare,27.090809227389236
auto,2024-08-14,23:15:27.674058,completed,Yelahanka New Town Woods,Gottigere Place,63,RD1434461753496424,32.95,958.27,36.49,994.76,Amazon Pay,2024-08-14 23:15:27.674058,auto,yelahanka new town woods,gottigere place,amazon pay,1,0,2024-08-14,23,Wednesday,2,False,8,August,33,Night,yelahanka new town woods → gottigere place,Very Long (>15 km),Very Long (>60 min),High Fare,30.18998482549317
bike,2024-08-06,06:36:41.674058,completed,Kadugodi Square,Banaswadi Track,31,RD7585246375650447,45.34,250.5,9.02,259.52,Amazon Pay,2024-08-06 06:36:41.674058,bike,kadugodi square,banaswadi track,amazon pay,1,0,2024-08-06,6,Tuesday,1,False,8,August,32,Morning Peak,kadugodi square → banaswadi track,Very Long (>15 km),Long (30–60 min),Low Fare,5.723864137626819
bike,2024-07-29,06:48:57.674058,cancelled,Hosur Sarjapur Road Layout 4th Stage,Hennur Road 1st Block,27,RD8353101398427490,27.52,,,,,2024-07-29 06:48:57.674058,bike,hosur sarjapur road layout 4th stage,hennur road 1st block,,0,1,2024-07-29,6,Monday,0,False,7,July,31,Morning Peak,hosur sarjapur road layout 4th stage → hennur road 1st block,Very Long (>15 km),Medium (15–30 min),,
auto,2024-08-03,07:54:24.674058,completed,Mysore Road Ridge,Kaggalipura Fields,13,RD7799737706271328,19.58,688.43,8.97,697.4,GPay,2024-08-03 07:54:24.674058,auto,mysore road ridge,kaggalipura fields,gpay,1,0,2024-08-03,7,Saturday,5,True,8,August,31,Morning Peak,mysore road ridge → kaggalipura fields,Very Long (>15 km),Short (≤15 min),Medium-High Fare,35.61797752808989
auto,2024-07-08,23:36:02.674058,completed,Hebbal Zone,Nagasandra Passage,100,RD7975639172318898,24.94,546.85,34.21,581.0600000000001,Amazon Pay,2024-07-08 23:36:02.674058,auto,hebbal zone,nagasandra passage,amazon pay,1,0,2024-07-08,23,Monday,0,False,7,July,28,Night,hebbal zone → nagasandra passage,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,23.29831595829992
cab economy,2024-07-20,17:59:06.674058,completed,Yelahanka New Town 2nd Stage,Ashok Nagar Road,76,RD1536730847882348,36.07,608.59,23.32,631.9100000000001,GPay,2024-07-20 17:59:06.674058,cab economy,yelahanka new town 2nd stage,ashok nagar road,gpay,1,0,2024-07-20,17,Saturday,5,True,7,July,29,Evening Peak,yelahanka new town 2nd stage → ashok nagar road,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,17.51899085112282
auto,2024-06-19,15:31:05.674058,cancelled,Hulimavu Quadrant,Nagawara Arcade,16,RD9264601138392856,39.05,,,,,2024-06-19 15:31:05.674058,auto,hulimavu quadrant,nagawara arcade,,0,1,2024-06-19,15,Wednesday,2,False,6,June,25,Daytime,hulimavu quadrant → nagawara arcade,Very Long (>15 km),Medium (15–30 min),,
bike lite,2024-08-10,18:35:08.674058,completed,Banaswadi Enclave,Hennur Quarry,27,RD7771620485816846,22.16,846.19,11.36,857.5500000000001,Paytm,2024-08-10 18:35:08.674058,bike lite,banaswadi enclave,hennur quarry,paytm,1,0,2024-08-10,18,Saturday,5,True,8,August,32,Evening Peak,banaswadi enclave → hennur quarry,Very Long (>15 km),Medium (15–30 min),High Fare,38.6981046931408
bike,2024-06-24,08:41:15.674058,completed,HRBR Layout 1st Block,Sadashiva Nagar Square,25,RD7966648722344789,36.38,138.97,3.65,142.62,GPay,2024-06-24 08:41:15.674058,bike,hrbr layout 1st block,sadashiva nagar square,gpay,1,0,2024-06-24,8,Monday,0,False,6,June,26,Morning Peak,hrbr layout 1st block → sadashiva nagar square,Very Long (>15 km),Medium (15–30 min),Low Fare,3.9202858713578888
bike,2024-08-16,02:24:54.674058,completed,Nelamangala Boulevard,Mysore Road Summit,11,RD1336350574761998,32.36,777.57,10.03,787.6,GPay,2024-08-16 02:24:54.674058,bike,nelamangala boulevard,mysore road summit,gpay,1,0,2024-08-16,2,Friday,4,False,8,August,33,Late Night,nelamangala boulevard → mysore road summit,Very Long (>15 km),Short (≤15 min),High Fare,24.33868974042027
bike lite,2024-08-06,04:19:43.674058,completed,Begur Estate,Madiwala 3rd Block,103,RD6707918423364427,38.19,602.84,39.83,642.6700000000001,QR scan,2024-08-06 04:19:43.674058,bike lite,begur estate,madiwala 3rd block,qr scan,1,0,2024-08-06,4,Tuesday,1,False,8,August,32,Late Night,begur estate → madiwala 3rd block,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,16.828227284629488
auto,2024-06-18,04:30:52.674058,completed,Ramamurthy Nagar Pier,Thanisandra Arc,43,RD9767722259927117,16.06,68.33,34.71,103.04,QR scan,2024-06-18 04:30:52.674058,auto,ramamurthy nagar pier,thanisandra arc,qr scan,1,0,2024-06-18,4,Tuesday,1,False,6,June,25,Late Night,ramamurthy nagar pier → thanisandra arc,Very Long (>15 km),Long (30–60 min),Low Fare,6.415940224159403
auto,2024-08-14,16:53:08.674058,cancelled,Agara 4th Stage,Lingarajapuram 4th Block,43,RD1832111900668734,2.65,,,,,2024-08-14 16:53:08.674058,auto,agara 4th stage,lingarajapuram 4th block,,0,1,2024-08-14,16,Wednesday,2,False,8,August,33,Evening Peak,agara 4th stage → lingarajapuram 4th block,Short (≤3 km),Long (30–60 min),,
parcel,2024-07-02,11:53:52.674058,completed,Tavarekere 3rd Stage,Doddakannelli Terrace,20,RD0450142152749267,14.57,231.38,47.66,279.04,QR scan,2024-07-02 11:53:52.674058,parcel,tavarekere 3rd stage,doddakannelli terrace,qr scan,1,0,2024-07-02,11,Tuesday,1,False,7,July,27,Daytime,tavarekere 3rd stage → doddakannelli terrace,Long (7–15 km),Medium (15–30 min),Low Fare,19.15168153740563
parcel,2024-07-17,15:17:51.674058,completed,Nelamangala 4th Block,Mysore Road Square,28,RD6390457822347361,26.03,331.2,17.87,349.07,QR scan,2024-07-17 15:17:51.674058,parcel,nelamangala 4th block,mysore road square,qr scan,1,0,2024-07-17,15,Wednesday,2,False,7,July,29,Daytime,nelamangala 4th block → mysore road square,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,13.41029581252401
bike,2024-07-06,07:46:20.674058,cancelled,Chikkabellandur 4th Stage,Jayanagar Square,117,RD9108930404728568,28.45,,,,,2024-07-06 07:46:20.674058,bike,chikkabellandur 4th stage,jayanagar square,,0,1,2024-07-06,7,Saturday,5,True,7,July,27,Morning Peak,chikkabellandur 4th stage → jayanagar square,Very Long (>15 km),Very Long (>60 min),,
cab economy,2024-08-07,21:50:18.674058,completed,Ramamurthy Nagar Circle,Koramangala 6th Block Grove,33,RD2545650184632466,42.98,281.25,12.45,293.7,Amazon Pay,2024-08-07 21:50:18.674058,cab economy,ramamurthy nagar circle,koramangala 6th block grove,amazon pay,1,0,2024-08-07,21,Wednesday,2,False,8,August,32,Night,ramamurthy nagar circle → koramangala 6th block grove,Very Long (>15 km),Long (30–60 min),Low Fare,6.833410888785481
auto,2024-07-20,07:39:24.674058,completed,Nagwara Meadows,Hulimavu Lane,65,RD3216799140594321,2.27,663.76,35.86,699.62,Paytm,2024-07-20 07:39:24.674058,auto,nagwara meadows,hulimavu lane,paytm,1,0,2024-07-20,7,Saturday,5,True,7,July,29,Morning Peak,nagwara meadows → hulimavu lane,Short (≤3 km),Very Long (>60 min),Medium-High Fare,308.2026431718062
auto,2024-06-23,11:21:43.674058,completed,Hoodi Bay,Chandra Layout Valley,45,RD4236765143195724,34.66,688.24,32.69,720.9300000000001,Amazon Pay,2024-06-23 11:21:43.674058,auto,hoodi bay,chandra layout valley,amazon pay,1,0,2024-06-23,11,Sunday,6,True,6,June,25,Daytime,hoodi bay → chandra layout valley,Very Long (>15 km),Long (30–60 min),Medium-High Fare,20.800057703404505
bike lite,2024-07-09,01:33:38.674058,cancelled,Yelahanka Sector,Shivaji Nagar Commons,119,RD5335664474339173,15.29,,,,,2024-07-09 01:33:38.674058,bike lite,yelahanka sector,shivaji nagar commons,,0,1,2024-07-09,1,Tuesday,1,False,7,July,28,Late Night,yelahanka sector → shivaji nagar commons,Very Long (>15 km),Very Long (>60 min),,
bike,2024-07-05,20:47:44.674058,completed,Ramnagar Cutting,Bellandur Drive,11,RD1156040093106901,23.88,403.24,16.7,419.94,GPay,2024-07-05 20:47:44.674058,bike,ramnagar cutting,bellandur drive,gpay,1,0,2024-07-05,20,Friday,4,False,7,July,27,Night,ramnagar cutting → bellandur drive,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,17.585427135678394
auto,2024-07-05,10:56:03.674058,cancelled,Tavarekere Depot,Doddaballapur Pass,95,RD4806079636065653,13.84,,,,,2024-07-05 10:56:03.674058,auto,tavarekere depot,doddaballapur pass,,0,1,2024-07-05,10,Friday,4,False,7,July,27,Daytime,tavarekere depot → doddaballapur pass,Long (7–15 km),Very Long (>60 min),,
cab economy,2024-07-27,20:23:03.674058,completed,Electronic City 1st Stage,Ramnagar Plaza,57,RD2646666064991238,8.42,364.42,24.89,389.31,Paytm,2024-07-27 20:23:03.674058,cab economy,electronic city 1st stage,ramnagar plaza,paytm,1,0,2024-07-27,20,Saturday,5,True,7,July,30,Night,electronic city 1st stage → ramnagar plaza,Long (7–15 km),Long (30–60 min),Medium-Low Fare,46.236342042755346
auto,2024-08-03,21:12:39.674058,completed,Rachenahalli Sector,Chikkajala Alley,101,RD5288694545860189,22.03,963.66,27.73,991.39,QR scan,2024-08-03 21:12:39.674058,auto,rachenahalli sector,chikkajala alley,qr scan,1,0,2024-08-03,21,Saturday,5,True,8,August,31,Night,rachenahalli sector → chikkajala alley,Very Long (>15 km),Very Long (>60 min),High Fare,45.00181570585565
cab economy,2024-07-08,07:23:18.674058,completed,Hennur Road Quarters,Ramamurthy Nagar Court,118,RD8848599167496717,49.66,790.65,23.71,814.36,QR scan,2024-07-08 07:23:18.674058,cab economy,hennur road quarters,ramamurthy nagar court,qr scan,1,0,2024-07-08,7,Monday,0,False,7,July,28,Morning Peak,hennur road quarters → ramamurthy nagar court,Very Long (>15 km),Very Long (>60 min),High Fare,16.39871123640757
auto,2024-06-27,04:22:38.674058,completed,Malleshwaram Boulevard,Koramangala 4th Block Arc,85,RD8918336058000962,18.32,582.02,13.82,595.84,Paytm,2024-06-27 04:22:38.674058,auto,malleshwaram boulevard,koramangala 4th block arc,paytm,1,0,2024-06-27,4,Thursday,3,False,6,June,26,Late Night,malleshwaram boulevard → koramangala 4th block arc,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,32.52401746724891
cab economy,2024-07-23,01:57:27.674058,completed,Mahadevapura Extension,Vidyaranyapura Extension,68,RD0199943248185497,5.63,172.93,1.99,174.92000000000002,QR scan,2024-07-23 01:57:27.674058,cab economy,mahadevapura extension,vidyaranyapura extension,qr scan,1,0,2024-07-23,1,Tuesday,1,False,7,July,30,Late Night,mahadevapura extension → vidyaranyapura extension,Medium (3–7 km),Very Long (>60 min),Low Fare,31.069271758436948
bike,2024-07-18,11:33:58.674058,completed,Ashok Nagar 5th Block,Sanjay Nagar Close,42,RD4733328979837929,45.66,271.44,29.57,301.01,QR scan,2024-07-18 11:33:58.674058,bike,ashok nagar 5th block,sanjay nagar close,qr scan,1,0,2024-07-18,11,Thursday,3,False,7,July,29,Daytime,ashok nagar 5th block → sanjay nagar close,Very Long (>15 km),Long (30–60 min),Low Fare,6.5924222514235655
cab economy,2024-06-29,02:06:48.674058,cancelled,Basavanagudi Arcade,Seshadripuram Alley,50,RD5812672663096110,36.12,,,,,2024-06-29 02:06:48.674058,cab economy,basavanagudi arcade,seshadripuram alley,,0,1,2024-06-29,2,Saturday,5,True,6,June,26,Late Night,basavanagudi arcade → seshadripuram alley,Very Long (>15 km),Long (30–60 min),,
cab economy,2024-06-24,23:41:07.674058,completed,Banashankari Meadows,Kasturi Nagar Layout,55,RD3963958781857679,28.83,802.8,14.41,817.2099999999999,QR scan,2024-06-24 23:41:07.674058,cab economy,banashankari meadows,kasturi nagar layout,qr scan,1,0,2024-06-24,23,Monday,0,False,6,June,26,Night,banashankari meadows → kasturi nagar layout,Very Long (>15 km),Long (30–60 min),High Fare,28.345820326049253
bike,2024-06-23,22:53:46.674058,completed,Bhadrappa Layout Landing,Magadi Road Alcove,105,RD1439819223109601,9.28,468.36,18.66,487.02,GPay,2024-06-23 22:53:46.674058,bike,bhadrappa layout landing,magadi road alcove,gpay,1,0,2024-06-23,22,Sunday,6,True,6,June,25,Night,bhadrappa layout landing → magadi road alcove,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,52.480603448275865
bike,2024-07-05,15:22:26.674058,completed,Koramangala 7th Block 4th Block,Seshadripuram Bay,18,RD3129599763980930,11.8,765.45,8.55,774.0,GPay,2024-07-05 15:22:26.674058,bike,koramangala 7th block 4th block,seshadripuram bay,gpay,1,0,2024-07-05,15,Friday,4,False,7,July,27,Daytime,koramangala 7th block 4th block → seshadripuram bay,Long (7–15 km),Medium (15–30 min),Medium-High Fare,65.59322033898304
cab economy,2024-08-13,23:26:26.674058,completed,Kothanur 6th Stage,Basavanagudi Plaza,104,RD2530754004942442,37.46,610.56,46.14,656.6999999999999,QR scan,2024-08-13 23:26:26.674058,cab economy,kothanur 6th stage,basavanagudi plaza,qr scan,1,0,2024-08-13,23,Tuesday,1,False,8,August,33,Night,kothanur 6th stage → basavanagudi plaza,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,17.530699412706884
bike lite,2024-06-29,10:23:00.674058,cancelled,Nagasandra 2nd Block,Hulimavu Quarters,39,RD2415633812588892,22.4,,,,,2024-06-29 10:23:00.674058,bike lite,nagasandra 2nd block,hulimavu quarters,,0,1,2024-06-29,10,Saturday,5,True,6,June,26,Daytime,nagasandra 2nd block → hulimavu quarters,Very Long (>15 km),Long (30–60 min),,
auto,2024-07-09,08:11:41.674058,completed,Ganganagar Quarry,Electronic City Dam,101,RD1825824943350867,16.9,499.89,20.42,520.31,Paytm,2024-07-09 08:11:41.674058,auto,ganganagar quarry,electronic city dam,paytm,1,0,2024-07-09,8,Tuesday,1,False,7,July,28,Morning Peak,ganganagar quarry → electronic city dam,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,30.787573964497042
cab economy,2024-07-23,15:24:12.674058,completed,MG Road 6th Stage,KR Puram Bay,102,RD7259134979899722,17.98,141.45,26.06,167.51,Amazon Pay,2024-07-23 15:24:12.674058,cab economy,mg road 6th stage,kr puram bay,amazon pay,1,0,2024-07-23,15,Tuesday,1,False,7,July,30,Daytime,mg road 6th stage → kr puram bay,Very Long (>15 km),Very Long (>60 min),Low Fare,9.316462736373747
cab economy,2024-06-26,21:26:32.674058,completed,Harohalli Loop,Bellandur Outer Ring Road Arcade,63,RD1493078232575662,13.11,334.87,14.91,349.78000000000003,QR scan,2024-06-26 21:26:32.674058,cab economy,harohalli loop,bellandur outer ring road arcade,qr scan,1,0,2024-06-26,21,Wednesday,2,False,6,June,26,Night,harohalli loop → bellandur outer ring road arcade,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,26.680396643783375
